run_id,iteration,stage,verified,attempted,verify_rate,repair_success,new_macros,new_theorems,rag_card_count,bandit_entropy,avg_llm_ms,avg_lean_ms
20260510T204710_3b463a8b,0,,4,4,1.0000,0,2,0,21,-0.43618450517185914,11448.967926728074,469.50081252725795
