run_id,iteration,stage,verified,attempted,verify_rate,repair_success,new_macros,new_theorems,rag_card_count,bandit_entropy,avg_llm_ms,avg_lean_ms
20260510T203113_e3347411,0,,3,3,1.0000,0,2,0,11,-0.2725955033899928,15895.109736050168,460.0930972956121
