run_id,iteration,stage,verified,attempted,verify_rate,repair_success,new_macros,new_theorems,rag_card_count,bandit_entropy,avg_llm_ms,avg_lean_ms
20260510T204810_91aaee8d,0,,4,4,1.0000,0,7,0,21,-0.423781660146007,44707.767562242225,492.17713571852073
